id,author,genre,title,word,frequency,rank,log_rank,log_freq
realism_0,zola,realism,zola_Zola-Marseille.epub,silence,24,190,2.278753600952829,1.380211241711606
realism_0,zola,realism,zola_Zola-Marseille.epub,cétait,24,190,2.278753600952829,1.380211241711606
realism_0,zola,realism,zola_Zola-Marseille.epub,point,24,190,2.278753600952829,1.380211241711606
realism_0,zola,realism,zola_Zola-Marseille.epub,sorte,24,190,2.278753600952829,1.380211241711606
realism_0,zola,realism,zola_Zola-Marseille.epub,ai,24,190,2.278753600952829,1.380211241711606
realism_0,zola,realism,zola_Zola-Marseille.epub,cayol,24,190,2.278753600952829,1.380211241711606
realism_0,zola,realism,zola_Zola-Marseille.epub,bras,24,190,2.278753600952829,1.380211241711606
realism_0,zola,realism,zola_Zola-Marseille.epub,prison,24,190,2.278753600952829,1.380211241711606
realism_0,zola,realism,zola_Zola-Marseille.epub,cinq,24,190,2.278753600952829,1.380211241711606
realism_0,zola,realism,zola_Zola-Marseille.epub,disait,24,190,2.278753600952829,1.380211241711606
realism_0,zola,realism,zola_Zola-Marseille.epub,coup,24,190,2.278753600952829,1.380211241711606
realism_0,zola,realism,zola_Zola-Marseille.epub,lambesc,24,190,2.278753600952829,1.380211241711606
realism_0,zola,realism,zola_Zola-Marseille.epub,seul,24,190,2.278753600952829,1.380211241711606
realism_0,zola,realism,zola_Zola-Marseille.epub,argent,24,190,2.278753600952829,1.380211241711606
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,comme,360,1,0.0,2.5563025007672873
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,jeanne,283,2,0.3010299956639812,2.45178643552429
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,tout,266,3,0.47712125471966244,2.424881636631067
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,lui,243,4,0.6020599913279624,2.385606273598312
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,puis,190,5,0.6989700043360189,2.278753600952829
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,julien,175,6,0.7781512503836436,2.2430380486862944
